,Query,Document,Relevance Actual,Relevance Predicted
4116,is levothyroxine likely to cause weight loss or weight gain,"The Differences Between Hypothyroidism and Hyperthyroidism. Hypothyroidism causes symptoms like slowed metabolism, tiredness, and weight gain. Having an underactive thyroid can decrease or slow down your bodily functions. With hyperthyroidism, you may find yourself with more energy, as opposed to less.",0,2
4117,is levothyroxine likely to cause weight loss or weight gain,"What is hypothyroidism? In short, your thyroid gland can’t make enough hormones to function well. The thyroid gland controls every aspect of your body’s metabolism. In hypothyroidism, the gland’s hormone production slows. This, in turn, slows your metabolism, which can lead to weight gain.",0,2
4118,is levothyroxine likely to cause weight loss or weight gain,"Read More. I was having usual symptoms of hypothyroidism - fatigue, weight gain, dry skin, hair loss, etc. Have been on Levothyroxine for several months now and have seen improvements in all symptoms except hair loss. I'm also on Plavix (due to a TIA), which I understand can also cause hair loss.",1,1
4119,is levothyroxine likely to cause weight loss or weight gain,"Read More. My doctor back then did warn me and tell me that a big side effect of not taking Levothyroxine would be weight gain. Ever since I stopped taking Levothyroxine, I have not suffered or noticed any side effects other than the major weight gain. I don't feel tired or sick or anything.",2,2
4120,is levothyroxine likely to cause weight loss or weight gain,"Can Levothyroxine make you gain weight? I'm on 125mg of Levothyroxine, and have been for about 9 years, prior to this I suffered extreme tiredness and disproportionate weight gain.",1,3
4121,is levothyroxine likely to cause weight loss or weight gain,"Hypothyroidism. Hypothyroidism (underactive thyroid) results in lack of thyroid hormones in the body. These are the hormones, which are responsible for metabolism in the body. Lack of thyroid hormones slows down the metabolism of the calories and sugar resulting in fat deposits and weight gain/obesity.",0,2
4122,is levothyroxine likely to cause weight loss or weight gain,"Abuse of Levothyroxine to Lose Weight or Enhance Performance. Abusing levothyroxine to lose weight or increase physical energy is not a common practice, but it does occur, especially among athletes. This group is more likely to abuse drugs like this to fool drug tests while getting benefits similar to those of stimulants.",1,2
4123,is levothyroxine likely to cause weight loss or weight gain,"Levothyroxine (a thyroid hormone) should not be used alone or along with other treatments to treat obesity or cause weight loss. Levothyroxine may cause serious or life-threatening problems when given in large doses, especially when taken with amphetamines such as amphetamine (Adzenys, Dyanavel XR, Evekeo), dextroamphetamine (Dexedrine), and methamphetamine (Desoxyn).",1,3
4124,is levothyroxine likely to cause weight loss or weight gain,"Expand Section. Levothyroxine comes as a tablet and a capsule to take by mouth. It usually is taken once a day on an empty stomach, 30 minutes to 1 hour before breakfast. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand.",0,0
4125,is levothyroxine likely to cause weight loss or weight gain,Hypothyroidism. Hypothyroidism is a condition in which the thyroid gland does not make enough thyroid hormone. This condition is often called underactive thyroid.,0,0
4126,is levothyroxine likely to cause weight loss or weight gain,Gut bacteria: There is some evidence to suggest that some cases of hypothyroidism may be caused by small-intestine bacterial overgrowth (SIBO) within the gut. It is known that a person’s gut bacteria can be predictive of whether they’re likely to lose or gain weight from eating a certain set of foods.,0,1
4127,is levothyroxine likely to cause weight loss or weight gain,"When you’re burning more energy at rest as a result of an increase in basal metabolic rate (compared to pre-synthroid treatment), weight loss is likely to occur. Neurochemistry: There is evidence to suggest that synthroid (levothyroxine) affects neurotransmission and neural activation (of particular regions).",2,2
4128,is levothyroxine likely to cause weight loss or weight gain,"This is due to the fact that subclinical hypothyroidism is unlikely to cause significant weight gain in the first place. Since lower doses exert a less substantial neurophysiological effect, BMR may only increase to a modest extent – leading to a small amount of weight loss.",0,2
4129,is levothyroxine likely to cause weight loss or weight gain,"Synthroid (Levothyroxine) & Weight Loss: A Common Experience. Synthroid (Levothyroxine) is among the most popular pharmaceutical medications in the United States; over 120 million prescriptions were filled for the drug within the past year. It is a synthetically engineered form of thyroxine (T4), an endogenous thyroid hormone produced by follicular cells within the thyroid gland.",1,2
4130,is levothyroxine likely to cause weight loss or weight gain,"Everyone is quick to automatically assume that synthroid is the sole influencer of weight loss without considering critical individual factors. Individual factors that should always be considered as affecting synthroid-induced weight loss include: dietary intake, exercise, genetics, sleep, and stress level.",0,2
4131,is levothyroxine likely to cause weight loss or weight gain,"It is the correction of BMR (by promoting an increase) that leads to weight loss. Other ways in which synthroid may cause weight loss include: appetite reduction, cognitive enhancement, increased energy, altered neurotransmission, and side effects (e.g. diarrhea).",0,2
4132,is levothyroxine likely to cause weight loss or weight gain,"Reductions in dopamine could lead to poorer appetite control, feeling less satiated after eating, etc. – possibly contributing to weight gain. Sleep disturbances: It is understood that a quality night’s sleep is beneficial for maintaining a healthy body weight.",0,1
4133,is levothyroxine likely to cause weight loss or weight gain,"The duration over which you’ve taken synthroid (levothyroxine) may affect how likely you are to gain weight. It is possible that some users may gain weight over a short-term (e.g. less than 3 months of treatment), while others may notice some weight gain over a longer-term (e.g. 3+ months or years).",2,2
